filename,page_no,label,text,bounding_box
0002_jit.2015.5.pdf,9,body,"sustained by a unilateral redistribution of rights. Big Other
exists in the absence of legitimate authority and is largely free
from detection or sanction. In this sense Big Other may be
described as an automated coup from above: not a coup d’état,
but rather a coup des gens.","[305.71826086956514, 70.91329192546586, 552.5754037267079, 122.78906832298136]"
0002_jit.2015.5.pdf,9,heading,Personalization and communication,"[304.823850931677, 146.04372670807453, 448.823850931677, 155.8822360248447]"
0002_jit.2015.5.pdf,9,body,"Varian claims that ‘nowadays, people have come to expect
personalized search results and ads.’ He says that Google
wants to do even more. Instead of having to ask Google
questions, it should ‘know what you want and tell you before
you ask the question.’ ‘That vision,’ he asserts, ‘has now been
realized by Google Now …’ Varian concedes that ‘Google
Now has to know a lot about you and your environment to
provide these services. This worries some people’ (2014: 28).
However, Varian reasons that people share such knowledge
with doctors, lawyers, and accountants whom they trust. He
then continues, ‘Why am I willing to share all this private
information? Because I get something in return …’ (2014: 28).
In fact, surveillance capitalism is the precise opposite of the
trust-based relationships to which Varian refers. Doctors,
attorneys, and other trusted professionals are held to account
by mutual dependencies and reciprocities overlain by the force
of professional sanction and public law. Google, as we have seen,
does not bear such burdens. Its formal indifference and distance
from ‘users,’ combined with its current freedom from mean-
ingful regulation, sanction, or law, buffer it and other surveil-
lance capitalists from the consequences of mistrust. Instead of
Varian’s implied reciprocities, the coup des gens introduces
substantial new asymmetries of knowledge and power.
For example, Google knows far more about its populations
than they know about themselves. Indeed, there are no means
by which populations can cross this divide, given the material,
intellectual, and proprietary hurdles required for data analysis
and the absence of feedback loops. Another asymmetry is
reflected in the fact that the typical user has little or no
knowledge of Google’s business operations, the full range of
personal data that they contribute to Google’s servers, the
retention of those data, or how those data are instrumentalized
and monetized. It is by now well known that users have few
meaningful options for privacy self-management (for a recent
review of the ‘consent dilemma,’ see Solove, 2013). Surveil-
lance capitalism thrives on the public’s ignorance.
These asymmetries in knowledge are sustained by asymme-
tries of power. Big Other is institutionalized in the automatic
undetectable functions of a global infrastructure that is also
regarded by most people as essential for basic social participa-
tion. The tools on offer by Google and other surveillance
capitalist firms respond to the needs of beleaguered second
modernity individuals – like the apple in the garden, once
tasted they are impossible to live without. When Facebook
crashed in some US cities for a few hours during the summer
of 2014, many Americans called their local emergency services
at 911 (LA Times, 2014). Google’s tools are not the objects of a
value exchange. They do not establish constructive producer-
consumer reciprocities. Instead they are the ‘hooks’ that lure
users into extractive operations and turn ordinary life into the
daily renewal of a 21st-century Faustian pact. This social
dependency is at the heart of the surveillance project. Powerful
felt needs for effective life vie against the inclination to resist
the surveillance project. This conflict produces a kind of","[306.6126708074534, 156.7766459627329, 553.4698136645962, 748.8760248447204]"
0002_jit.2015.5.pdf,10,body,"psychic numbing that inures people to the realities of being
tracked, parsed, mined, and modified – or disposes them to
rationalize the situation in resigned cynicism (Hoofnagle et al.,
2010). The key point here is that this Faustian deal is
fundamentally illegitimate; it is a choice that –21st-century
individuals should not have to make. In the world of
surveillance capitalism, the Faustian pact required to ‘get
something in return’ eliminates the older entanglements of
reciprocity and trust in favor of a wary resentment, frustra-
tion, active defense, and, or, desensitization.
Varian’s confidence in Google Now appears to be buoyed
by the facts of inequality. He counsels that the way to predict
the future is to observe what rich people have, because that is
what the middle class and the poor will want too. ‘What do
rich people have now?’ he asks. ‘Personal assistants’ is his
answer. The solution? ‘That’s Google Now (2014: 29),’ he says.
Varian’s bet is that Google Now will be so vital a resource in
the struggle for effective life that ordinary people will accede to
the ‘invasions of privacy’ that are its quid pro quo.
In this formulation Varian exploits a longstanding insight
of capitalism but bends it to the objectives of the surveillance
project. Adam Smith wrote insightfully on the evolution of
luxuries into necessities. Goods in use among the upper class
and deemed to be luxuries can in time be recast as ‘neces-
saries,’ he noted. The process occurs as ‘the established rules of
decency’ change to reflect new customs and patterns intro-
duced by elites. These changing rules both reflect and trigger
new lower cost production methods that transform former
luxuries into affordable necessities (Smith, 1994: 938–939).
Scholars of early modern consumption describe the ‘consumer
boom’ that ignited the first industrial revolution in late 18th-
century Britain as new middle-class families began to buy the
sorts of goods – china, furniture, textiles – that only the rich
had enjoyed. Historian Neil McKendrick describes this new
‘propensity to consume … unprecedented in the depth to
which
it penetrated
the
lower
reaches
of society
…’
(McKendrick, 1982: 11) as luxuries were reinterpreted as
‘decencies’ and those were reinterpreted as ‘necessities’
(Weatherill, 1993). In 1767, the political economist Nathaniel
Forster worried that ‘fashionable luxury’ was spreading ‘like a
contagion,’ as he complained of the ‘perpetual restless ambi-
tion in each of the inferior ranks to raise themselves to the
level of those immediately above them’ (Forster, 1767: 41).
Historically, this powerful evolutionary characteristic of
demand led to the expansion of production, jobs, higher
wages, and lower cost goods. Varian has no such reciprocities
in mind. Instead, he regards this mechanism of demand
growth as the inevitable force that will push ordinary people
into Google Now’s Faustian pact of ‘necessaries’ in return for
surveillance assets.
Varian is confident that psychic numbing will ease the way
for this unsavory drama. He writes, ‘Of course there will be
challenges. But these digital assistants will be so useful that
everyone will want one, and the statements you read today
about them will just seem quaint and old fashioned’ (2014:
29). But perhaps not. There is a growing body of evidence to
suggest that people in many countries may resist the coup des
gens as trust in the surveillance capitalists is hollowed out by
fresh outbreaks of evidence that suggest the remorseless
prospect of Varian’s future society. These issues are now a
matter of serious political debate within Germany and the EU
where proposals to ‘break up’ Google are already being","[41.86732919254653, 70.91329192546586, 289.6188819875776, 748.8760248447204]"
0002_jit.2015.5.pdf,10,body,"discussed (Mance et al., 2014; see also Barker and Fontanella-
Khan, 2014; Döpfner, 2014; Gabriel, 2014; Vasagar, 2014).
A recent survey by the Financial Times indicates that both
Europeans and Americans are substantially altering their
online behavior as they seek more privacy (Kwong, 2014).
One group of scholars behind a major study of youth online
behavior concludes that a ‘lack of knowledge’ rather than a
‘cavalier attitude toward privacy,’ as tech leaders have alleged,
is an important reason why large numbers of youth ‘engage
with the digital world in a seemingly unconcerned manner’
(Hoofnagle et al., 2010). New legal scholarship reveals the
consumer harm in lost privacy associated with Google and
surveillance capitalism (Newman, 2014). WikiLeaks founder,
Julian Assange, has published a sobering account of Google’s
leadership, politics, and global ambitions (Assange, 2014).
The PEW Research Center’s latest report on public percep-
tions of privacy in the post-Snowden Era indicates that 91% of
US adults agree or strongly agree that consumers have lost
control over their personal data, while only 55% agree or
strongly agree that they are willing to ‘share some information
about myself with companies in order to use online services
for free’ (Madden, 2014).","[304.823850931677, 70.01888198757767, 554.3642236024846, 309.72074534161493]"
0002_jit.2015.5.pdf,10,heading,"Continuous experiments
Becausebig data analy","[306.6126708074534, 332.08099378881985, 402.31453416149066, 342.81391304347824]"
0002_jit.2015.5.pdf,10,body,"Because ‘big data’ analysis yields only correlational patterns,
Varian advises the need for continuous experiments that can
tease out issues of causality. Such experiments ‘are easy to do
on the web,’ assigning treatment and control groups based
on traffic, cookies, usernames, geographic areas, and so on
(2014: 29). Google has been so successful at experimentation
that they have shared their techniques with advertisers and
publishers. Facebook has consistently made inroads here too,
as it conducts experiments in modifying users’ behavior with
a view to eventually monetizing its knowledge, predictive
capability, and control. Whenever these experiments have
been revealed, however, they have ignited fierce public debate
(Bond et al., 2012; Flynn, 2014; Gapper, 2014; Goel, 2014;
Kramer et al., 2014; Lanier, 2014; Zittrain, 2014).
Varian’s enthusiasm for experimentation speaks to a larger
point, however. The business opportunities associated with
the new data flows entail a shift from the a posteriori analysis
to which Constantiou and Kallinikos (2014) refer, to the real-
time observation, communication, analysis, prediction, and
modification of actual behavior now and soon (Foroohar,
2014; Gibbs, 2014; Lin, 2014; Trotman, 2014; Waters, 2014).
This entails another shift in the source of surveillance assets
from virtual behavior to actual behavior, while monetization
opportunities are refocused to blend virtual and actual beha-
vior. This is a new business frontier comprised of knowledge
about real-time behavior that creates opportunities to inter-
vene in and modify behavior for profit. The two entities at the
vanguard of this new wave of ‘reality mining,’ ‘patterns of life
analysis,’ and ‘predictive analytics’ are Google and the NSA.
As the White House report puts it, ‘there is a growing
potential for big data analytics to have an immediate effect
on a person’s surrounding environment or decisions being
made about his or her life’ (2014: 5). This is what I call the
reality business, and it reflects an evolution in the frontier of
data science from data mining to reality mining in which,
according to MIT’s Sandy Pentland, ‘sensors, mobile phones,
and other data capture devices’ provide the ‘eyes and ears’ of a","[306.6126708074534, 343.70832298136645, 553.4698136645962, 747.087204968944]"
0003_s41586-022-05543-x.pdf,1,title,"Papers and patents are becoming less 
disruptive over time","[39.184099378881946, 48.007453416149076, 476.55055900621113, 100.77763975155281]"
0003_s41586-022-05543-x.pdf,1,author,"Michael Park1,","[217.17167701863352, 144.60372670807453, 268.1530434782608, 156.23105590062113]"
0003_s41586-022-05543-x.pdf,1,author, Erin Leahey2,"[270.8362732919254, 143.70931677018632, 314.66236024844716, 154.4422360248447]"
0003_s41586-022-05543-x.pdf,1,author, Russell J. Funk1 ,"[325.39527950310554, 145.49813664596275, 382.6375155279503, 154.4422360248447]"
0003_s41586-022-05543-x.pdf,1,abstract,"Theories of scientific and technological change view discovery and invention as 
endogenous processes1,2, wherein previous accumulated knowledge enables future 
progress by allowing researchers to, in Newton’s words, ‘stand on the shoulders of 
giants’3–7. Recent decades have witnessed exponential growth in the volume of new 
scientific and technological knowledge, thereby creating conditions that should be 
ripe for major advances8,9. Yet contrary to this view, studies suggest that progress is 
slowing in several major fields10,11. Here, we analyse these claims at scale across six 
decades, using data on 45 million papers and 3.9 million patents from six large-scale 
datasets, together with a new quantitative metric—the CD index12—that characterizes 
how papers and patents change networks of citations in science and technology.  
We find that papers and patents are increasingly less likely to break with the past in 
ways that push science and technology in new directions. This pattern holds universally 
across fields and is robust across multiple different citation- and text-based metrics1,13–17. 
Subsequently, we link this decline in disruptiveness to a narrowing in the use of previous 
knowledge, allowing us to reconcile the patterns we observe with the ‘shoulders of 
giants’ view. We find that the observed declines are unlikely to be driven by changes in 
the quality of published science, citation practices or field-specific factors. Overall, 
our results suggest that slowing rates of disruption may reflect a fundamental shift in 
the nature of science and technology.","[217.17167701863352, 175.90807453416147, 560.6250931677018, 420.9763975155279]"
0003_s41586-022-05543-x.pdf,1,date, 4 January 2023,"[105.37043478260864, 192.0074534161491, 164.40149068322978, 203.63478260869564]"
0003_s41586-022-05543-x.pdf,1,body,"Although the past century witnessed an unprecedented expan-
sion of scientific and technological knowledge, there are concerns
that innovative activity is slowing18–20. Studies document declining
research productivity in semiconductors, pharmaceuticals and other
fields10,11. Papers, patents and even grant applications have become less
novel relative to prior work and less likely to connect disparate areas
of knowledge, both of which are precursors of innovation21,22. The gap
between the year of discovery and the awarding of a Nobel Prize has also
increased23,24, suggesting that today’s contributions do not measure
up to the past. These trends have attracted increasing attention from
policymakers, as they pose substantial threats to economic growth,
human health and wellbeing, and national security, along with global
efforts to combat grand challenges such as climate change25,26.
Numerous explanations for this slowdown have been proposed.
Some point to a dearth of ‘low-hanging fruit’ as the readily available
productivity-enhancing innovations have already been made19,27. Others
emphasize the increasing burden of knowledge; scientists and inven-
tors require ever more training to reach the frontiers of their fields,
leaving less time to push those frontiers forward18,28. Yet much remains
unknown, not merely about the causes of slowing innovative activity,
but also the depth and breadth of the phenomenon. The decline is
difficult to reconcile with centuries of observation by philosophers of
science, who characterize the growth of knowledge as an endogenous
process, wherein previous knowledge enables future discovery, a view
captured famously in Newton’s observation that if he had seen further,
it was by ‘standing on the shoulders of giants’3. Moreover, to date, the","[38.289689440993754, 443.33664596273286, 294.09093167701855, 724.1813664596273]"
0003_s41586-022-05543-x.pdf,1,body,"evidence pointing to a slowdown is based on studies of particular fields, 
using disparate and domain-specific metrics10,11, making it difficult to 
know whether the changes are happening at similar rates across areas 
of science and technology. Little is also known about whether the pat-
terns seen in aggregate indicators mask differences in the degree to 
which individual works push the frontier.
We address these gaps in understanding by analysing 25 million 
papers (1945–2010) in the Web of Science (WoS) (Methods) and 3.9 mil-
lion patents (1976–2010) in the United States Patent and Trademark 
Office’s (USPTO) Patents View database (Methods). The WoS data 
include 390 million citations, 25 million paper titles and 13 million 
abstracts. The Patents View data include 35 million citations, 3.9 million 
patent titles and 3.9 million abstracts. Subsequently, we replicate our 
core findings on four additional datasets—JSTOR, the American Physical 
Society corpus, Microsoft Academic Graph and PubMed—encompass-
ing 20 million papers. Using these data, we join a new citation-based 
measure12 with textual analyses of titles and abstracts to understand 
whether papers and patents forge new directions over time and across 
fields.","[305.71826086956514, 445.12546583850934, 561.51950310559, 649.0509316770186]"
0003_s41586-022-05543-x.pdf,1,heading,Measurement of disruptiveness,"[305.71826086956514, 668.727950310559, 454.19031055900615, 679.4608695652174]"
0003_s41586-022-05543-x.pdf,1,body,"To characterize the nature of innovation, we draw on foundational 
theories of scientific and technological change2,29,30, which distinguish 
between two types of breakthroughs. First, some contributions improve 
existing streams of knowledge, and therefore consolidate the status ","[305.71826086956514, 682.144099378882, 563.3083229813665, 725.0757763975155]"
0003_s41586-022-05543-x.pdf,2,body,"quo. Kohn and Sham (1965)31, a Nobel-winning paper used established 
theorems to develop a method for calculating the structure of elec-
trons, which cemented the value of previous research. Second, some 
contributions disrupt existing knowledge, rendering it obsolete, and 
propelling science and technology in new directions. Watson and Crick 
(1953)32, also a Nobel winner, introduced a model of the structure of 
DNA that superseded previous approaches (for example, Pauling’s 
triple helix). Kohn and Sham and Watson and Crick were both impor-
tant, but their implications for scientific and technological change 
were different.
We quantify this distinction using a measure—the CD index12—that 
characterizes the consolidating or disruptive nature of science and 
technology (Fig. 1). The intuition is that if a paper or patent is disrup-
tive, the subsequent work that cites it is less likely to also cite its prede-
cessors; for future researchers, the ideas that went into its production 
are less relevant (for example, Pauling’s triple helix). If a paper or patent 
is consolidating, subsequent work that cites it is also more likely to 
cite its predecessors; for future researchers, the knowledge upon 
which the work builds is still (and perhaps more) relevant (for exam-
ple, the theorems Kohn and Sham used). The CD index ranges from −1  
(consolidating) to 1 (disruptive). We measure the CD index five years 
after the year of each paper’s publication (indicated by CD5, see 
Extended Data Fig. 1 for the distribution of CD5 among papers and  
patents and Extended Data Fig. 2 for analyses using alternative 
windows)33. For example, Watson and Crick and Kohn and Sham both 
received over a hundred citations within five years of being published. 
However, the Kohn and Sham paper has a CD5 of −0.22 (indicating 
consolidation), whereas the Watson and Crick paper has a CD5 of 
0.62 (indicating disruption). The CD index has been validated exten-
sively in previous research, including through correlation with expert  
assessments12,34.","[39.184099378881946, 414.7155279503105, 296.77416149068324, 747.4360248447205]"
0003_s41586-022-05543-x.pdf,2,heading,Declining disruptiveness,"[305.71826086956514, 421.87080745341603, 422.8859627329192, 432.60372670807453]"
0003_s41586-022-05543-x.pdf,2,body,"Across fields, we find that science and technology are becoming less 
disruptive. Figure 2 plots the average CD5 over time for papers (Fig. 2a) 
and patents (Fig. 2b). For papers, the decrease between 1945 and 2010 
ranges from 91.9% (where the average CD5 dropped from 0.52 in 1945 
to 0.04 in 2010 for ‘social sciences’) to 100% (where the average CD5 
decreased from 0.36 in 1945 to 0 in 2010 for ‘physical sciences’); for pat-
ents, the decrease between 1980 and 2010 ranges from 78.7% (where the 
average CD5 decreased from 0.30 in 1980 to 0.06 in 2010 for ‘computers 
and communications’) to 91.5% (where the average CD5 decreased from 
0.38 in 1980 to 0.03 in 2010 for ‘drugs and medical’). For both papers 
and patents, the rates of decline are greatest in the earlier parts of the 
time series, and for patents, they appear to begin stabilizing between 
the years 2000 and 2005. For papers, since about 1980, the rate of 
decline has been more modest in ‘life sciences and biomedicine’ and 
physical sciences, and most marked and persistent in social sciences 
and ‘technology’. Overall, however, relative to earlier eras, recent papers 
and patents do less to push science and technology in new directions. 
The general similarity in trends we observe across fields is noteworthy 
in light of ‘low-hanging fruit’ theories19,27, which would probably predict 
greater heterogeneity in the decline, as it seems unlikely fields would 
‘consume’ their low-hanging fruit at similar rates or times.","[304.823850931677, 434.3925465838509, 563.3083229813665, 658.8894409937888]"
0003_s41586-022-05543-x.pdf,2,heading,Linguistic change,"[304.823850931677, 678.5664596273292, 389.79279503105585, 690.1937888198757]"
0003_s41586-022-05543-x.pdf,2,body,"The decline in disruptive science and technology is also observable 
using alternative indicators. Because they create departures from 
the status quo, disruptive papers and patents are likely to introduce 
new words (for example, words used to create a new paradigm might 
differ from those that are used to develop an existing paradigm)35,36. ","[305.71826086956514, 691.9826086956521, 563.3083229813665, 746.5416149068323]"
0003_s41586-022-05543-x.pdf,11,body,"In addition, we also include controls for the ‘mean age of team mem-
bers’ (that is, ‘career age’, defined as the difference between the publi-
cation year of the focal paper or patent and the first year in which each 
author or inventor published a paper or patent) and the ‘mean number 
of previous works produced by team members’. Although increases 
in rates of self-citations may indicate that scientists and inventors 
are becoming more narrowly focused on their own work, these rates 
may also be driven in part by the amount of previous work available 
for self-citing. Similarly, although increases in the age of work cited 
in papers and patents may indicate that scientists and inventors are 
struggling to keep up, they may also be driven by the rapidly aging 
workforce in science and technology78,79. For example, older scientists 
and inventors may be more familiar with or more attentive to older 
work, or may actively resist change80. These control variables help to 
account for these alternative explanations.
Supplementary Table 3 shows summary statistics for variables used in 
the ordinary-least-squares regression models. The diversity of work cited 
is measured by normalized entropy, which ranges from 0 to 1. Greater 
values on this measure indicate a more uniform distribution of citations 
to a wider range of existing work; lower values indicate a more concen-
trated distribution of citations to a smaller range of existing work. The 
tables show that the normalized entropy in a given field and year has a 
nearly maximal average entropy of 0.98 for both science and technol-
ogy. About 16% of papers cited in a paper are by an author of the focal 
paper; the corresponding number for patents is about 7%. Papers tend 
to rely on older work and work that varies more greatly in age (measured 
by standard deviation) than patents. In addition, the average CD5 of a 
paper is 0.04 whereas the average CD5 of a patent is 0.12, meaning that 
the average paper tends to be less disruptive than the average patent.
We find that using more diverse work, less of one’s own work and 
older work tends to be associated with the production of more disrup-
tive science and technology, even after accounting for the average age 
and number of previous works produced by team members. These 
findings are based on our regression results, shown in Extended Data 
Table 1. Models 6 and 12 present the full regression models. The models 
indicate a consistent pattern for both science and technology, wherein 
the coefficients for diversity of work cited are positive and significant 
for papers (0.159, P < 0.01) and patents (0.069, P < 0.01), indicating that 
in fields in which there is more use of diverse work, there is greater 
disruption. Holding all other variables at their means, the predicted 
CD5 of papers and patents increases by 303.5% and 1.3%, respectively, 
when the diversity of work cited increases by 1 s.d. The coefficients of 
the ratio of self-citations to total work cited is negative and significant 
for papers (−0.011, P < 0.01) and patents (−0.060, P < 0.01), showing that 
when researchers or inventors rely more on their own work, discovery 
and invention tends to be less disruptive. Again holding all other vari-
ables at their means, the predicted CD5 of papers and patents decreases 
by 622.9% and 18.5%, respectively, with a 1 s.d. increase in the ratio. The 
coefficients of the interaction between mean age of work cited and 
dispersion in age of work cited is positive and significant for papers 
(0.000, P < 0.01) and patents (0.001, P < 0.01), suggesting that—holding 
the dispersion of the age of work cited constant—papers and patents 
that engage with older work are more likely to be disruptive. The pre-
dicted CD5 of papers and patents increases by a striking 2,072.4% and 
58.4%, respectively, when the mean age of work cited increases by 1 s.d. 
(about nine and eight years for papers and patents, respectively), again 
holding all other variables at their means. In summary, the regression 
results suggest that changes in the use of previous knowledge may 
contribute to the production of less disruptive science and technology.","[37.395279503105556, 47.11304347826088, 296.77416149068324, 683.0385093167702]"
0003_s41586-022-05543-x.pdf,11,heading,Data availability,"[304.823850931677, 53.373913043478275, 384.4263354037267, 67.68447204968945]"
0003_s41586-022-05543-x.pdf,11,body,"Data associated with this study are freely available in a public reposi-
tory at https://doi.org/10.5281/zenodo.7258379. Our study draws on 
data from six sources: the American Physical Society, JSTOR, Microsoft 
Academic Graph, Patents View, PubMed and WoS. Data from Microsoft 
Academic Graph, Patents View and PubMed are publicly available, 
and our repository includes complete data for analyses from these 
sources. Data from the American Physical Society, JSTOR and WoS are 
not publicly available, and were used under licence from their respec-
tive publishers. To facilitate replication, our repository includes limited 
versions of the data from these sources, which will enable calculation of 
basic descriptive statistics. The authors will make full versions of these 
data available upon request and with permission from their respective 
publishers. Source data are provided with this paper.","[305.71826086956514, 68.57888198757766, 562.4139130434781, 209.00124223602484]"
0003_s41586-022-05543-x.pdf,11,references,,"[80.32695652173909, 240.30559006211175, 149.19652173913045, 229.5726708074534]"
0003_s41586-022-05543-x.pdf,3,body,"Therefore, if disruptiveness is declining, we would expect a decline 
in the diversity of words used in science and technology. To evaluate 
this, Fig. 3a,d documents the type-token ratio (that is, unique/total 
words) of paper and patent titles over time (Supplementary Informa-
tion section 1). We observe substantial declines, especially in the ear-
lier periods, before 1970 for papers and 1990 for patents. For paper 
titles (Fig. 3a), the decrease (1945–2010) ranges from 76.5% (social 
sciences) to 88% (technology); for patent titles (Fig. 3d), the decrease 
(1980–2010) ranges from 32.5% (chemical) to 81% (computers and 
communications). For paper abstracts (Extended Data Fig. 3a), the 
decrease (1992–2010) ranges from 23.1% (life sciences and biomedicine) 
to 38.9% (social sciences); for patent abstracts (Extended Data Fig. 3b), 
the decrease (1980–2010) ranges from 21.5% (mechanical) to 73.2% 
(computers and communications). In Fig. 3b,e, we demonstrate that 
these declines in word diversity are accompanied by similar declines in 
combinatorial novelty; over time, the particular words that scientists 
and inventors use in the titles of their papers and patents are increas-
ingly likely to have been used together in the titles of previous work. 
Consistent with these trends in language, we also observe declining nov-
elty in the combinations of previous work cited by papers and patents, 
based on a previously established measure of ‘atypical combinations’14 
(Extended Data Fig. 4).
The decline in disruptive activity is also apparent in the specific 
words used by scientists and inventors. If disruptiveness is declining, 
we reasoned that verbs alluding to the creation, discovery or percep-
tion of new things should be used less frequently over time, whereas 
verbs alluding to the improvement, application or assessment of exist-
ing things may be used more often35,36. Figure 3 shows the most com-
mon verbs in paper (Fig. 3c) and patent titles (Fig. 3f) in the first and 
last decade of each sample (Supplementary Information section 2). 
Although precisely and quantitatively characterizing words as ‘con-
solidating’ or ‘disruptive’ is challenging in the absence of context, the 
figure highlights a clear and qualitative shift in language. In the earlier 
decades, verbs evoking creation (for example, ‘produce’, ‘form’, ‘pre-
pare’ and ‘make’), discovery (for example, ‘determine’ and ‘report’) 
and perception (for example, ‘measure’) are prevalent in both paper 
and patent titles. In the later decades, however, these verbs are almost 
completely displaced by those tending to be more evocative of the 
improvement (for example, ‘improve’, ‘enhance’ and ‘increase’), appli-
cation (for example, ‘use’ and ‘include’) or assessment (for example, ","[39.184099378881946, 316.3304347826087, 296.77416149068324, 745.647204968944]"
0003_s41586-022-05543-x.pdf,3,body,"‘associate’, ‘mediate’ and ‘relate’) of existing scientific and technologi-
cal knowledge and artefacts. Taken together, these patterns suggest a 
substantive shift in science and technology over time, with discovery 
and invention becoming less disruptive in nature, consistent with our 
results using the CD index.","[305.71826086956514, 316.3304347826087, 562.4139130434781, 369.9950310559006]"
0003_s41586-022-05543-x.pdf,3,heading,Conservation of highly disruptive work,"[303.9294409937888, 388.7776397515528, 489.96670807453415, 400.4049689440994]"
0003_s41586-022-05543-x.pdf,3,body,"The aggregate trends we document mask considerable heterogeneity 
in the disruptiveness of individual papers and patents and remarkable 
stability in the absolute number of highly disruptive works (Methods 
and Fig. 4). Specifically, despite large increases in scientific productiv-
ity, the number of papers and patents with CD5 values in the far right tail 
of the distribution remains nearly constant over time. This ‘conserva-
tion’ of the absolute number of highly disruptive papers and patents 
holds despite considerable churn in the underlying fields responsible 
for producing those works (Extended Data Fig. 5, inset). These results 
suggest that the persistence of major breakthroughs—for example, 
measurement of gravity waves and COVID-19 vaccines—is not incon-
sistent with slowing innovative activity. In short, declining aggregate 
disruptiveness does not preclude individual highly disruptive works.","[305.71826086956514, 402.19378881987575, 563.3083229813665, 541.7217391304348]"
0003_s41586-022-05543-x.pdf,3,heading,Alternative explanations,"[306.6126708074534, 560.5043478260869, 423.78037267080737, 571.2372670807454]"
0003_s41586-022-05543-x.pdf,3,body,"What is driving the decline in disruptiveness? Earlier, we suggested our 
results are not consistent with explanations that link slowing innova-
tive activity to diminishing ‘low-hanging fruit’. Extended Data Fig. 5 
shows that the decline in disruptiveness is unlikely to be due to other 
field-specific factors by decomposing variation in CD5 attributable to 
field, author and year effects (Methods).
Declining rates of disruptive activity are unlikely to be caused by the 
diminishing quality of science and technology22,37. If they were, then 
the patterns seen in Fig. 2 should be less visible in high-quality work. 
However, when we restrict our sample to articles published in premier 
publication venues such as Nature, Proceedings of the National Academy 
of Sciences and Science or to Nobel-winning discoveries38 (Fig. 5), the 
downward trend persists.
Furthermore, the trend is not driven by characteristics of the WoS and 
UPSTO data or our particular derivation of the CD index; we observe 
similar declines in disruptiveness when we compute CD5 on papers ","[305.71826086956514, 573.9204968944099, 562.4139130434781, 746.5416149068323]"
0003_s41586-022-05543-x.pdf,5,body,"in JSTOR, the American Physical Society corpus, Microsoft Academic 
Graph and PubMed (Methods), the results of which are shown in 
Extended Data Fig. 6. We further show that the decline is not an arte-
fact of the CD index by reporting similar patterns using alternative 
derivations13,15 (Methods and Extended Data Fig. 7).
Declines in disruptiveness are also not attributable to changing 
publication, citation or authorship practices (Methods). First, using 
approaches from the bibliometrics literature39–43, we computed several 
normalized versions of the CD index that adjusted for the increasing 
tendency for papers and patents to cite previous work44,45. Results using 
these alternative indicators (Extended Data Fig. 8a,d) were similar to 
those we reported in Fig. 2. Second, using regression, we estimated 
models of CD5 as a function of indicator variables for each paper or 
patent’s publication year, along with specific controls for field × year 
level—number of new papers/patents, mean number of papers/patents  
cited, mean number of authors or inventors per paper—and paper or 
patent-level—number of papers or patents cited—factors. Predictions 
from these models indicated a decline in disruptive papers and patents 
(Extended Data Fig. 8b,e and Supplementary Table 1) that was con-
sistent with our main results. Finally, using Monte Carlo simulations,  ","[38.289689440993754, 531.8832298136646, 295.8797515527951, 745.647204968944]"
0003_s41586-022-05543-x.pdf,5,body,"we randomly rewired the observed citation networks while preserving 
key characteristics of scientists’ and inventors’ citation behaviour, 
including the number of citations made and received by individual 
papers and patents and the age gap between citing and cited works. 
We find that observed CD5 values are lower than those from the simu-
lated networks (Extended Data Fig. 8c,f), and the gap is widening: over 
time, papers and patents are increasingly less disruptive than would be 
expected by chance. Taken together, these additional analyses indicate 
that the decline in CD5 is unlikely to be driven by changing publication, 
citation or authorship practices.","[304.823850931677, 47.11304347826088, 562.4139130434781, 156.23105590062113]"
0003_s41586-022-05543-x.pdf,5,heading,Growth of knowledge and disruptiveness,"[305.71826086956514, 172.3304347826087, 496.2275776397516, 184.8521739130435]"
